team,season,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,offense_snaps,rush_snaps,pass_snaps,total_off_points,total_def_points,win,loss,tie,record,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,rush_pct,pass_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch
LV,2021,REG,744.0,77.0,686.0,19.0,6425,614.0,429.0,185.0,4808.0,5115.0,4808.0,2291.0,414,1617.0,29.0,217.0,95.0,77.0,129.0,12.0,7.0,14.0,23.0,0.0,14.0,30.0,12.0,22.0,8.0,3.0,1085,404,668,375.0,18.0,10.0,8.0,0.0,'10-8-0,0.556,44.666666666666664,4.5,41.27777777777778,1.1111111111111112,379.8888888888889,37.05555555555556,25.444444444444443,11.61111111111111,284.3333333333333,307.0,284.3333333333333,134.11111111111111,23.77777777777778,95.55555555555556,1.6666666666666667,12.88888888888889,5.5,4.722222222222222,7.722222222222222,0.7222222222222222,0.4444444444444444,0.7777777777777778,1.3333333333333333,0.0,0.8333333333333334,1.7222222222222223,0.7222222222222222,1.2777777777777777,0.4444444444444444,0.16666666666666666,0.37,0.62,5115.0,5115.0,429.0,23.0,614.0,5.92,8.331,0.965,1.002,0.699,0.023,0.037,7.83,0.037,7.83,8.33,11.21,0.034,3.91,1457.0,60.0,0.04,11233.0,7.71
MIA,2021,REG,980.0,169.0,688.0,34.0,5504,601.0,404.0,197.0,3936.0,4471.0,3936.0,1739.0,442,1568.0,28.0,206.0,87.0,95.0,138.0,12.0,10.0,12.0,21.0,1.0,14.0,23.0,10.0,13.0,10.0,0.0,1100,429,656,306.0,6.0,9.0,8.0,0.0,'9-8-0,0.529,57.64705882352941,9.941176470588236,40.470588235294116,2.0,323.7647058823529,35.35294117647059,23.764705882352942,11.588235294117647,231.52941176470588,263.0,231.52941176470588,102.29411764705883,26.0,92.23529411764706,1.6470588235294117,12.117647058823529,5.117647058823529,5.588235294117647,8.117647058823529,0.7058823529411765,0.5882352941176471,0.7058823529411765,1.2352941176470589,0.058823529411764705,0.8235294117647058,1.3529411764705883,0.5882352941176471,0.7647058823529411,0.5882352941176471,0.0,0.39,0.6,4471.0,4471.0,404.0,21.0,601.0,5.0,7.439,1.03,1.224,0.672,0.023,0.035,6.55,0.035,6.55,7.44,9.74,0.027,3.55,1447.0,54.0,0.04,9440.0,6.52
MIN,2021,REG,524.0,72.0,648.0,16.0,6380,597.0,398.0,199.0,4450.0,4842.0,4450.0,1944.0,453,1930.0,55.0,202.0,103.0,83.0,145.0,12.0,10.0,14.0,34.0,0.0,7.0,20.0,7.0,17.0,3.0,2.0,1090,444,632,425.0,0.0,8.0,9.0,0.0,'8-9-0,0.471,30.823529411764707,4.235294117647059,38.11764705882353,0.9411764705882353,375.29411764705884,35.11764705882353,23.41176470588235,11.705882352941176,261.7647058823529,284.8235294117647,261.7647058823529,114.3529411764706,26.647058823529413,113.52941176470588,3.235294117647059,11.882352941176471,6.0588235294117645,4.882352941176471,8.529411764705882,0.7058823529411765,0.5882352941176471,0.8235294117647058,2.0,0.0,0.4117647058823529,1.1764705882352942,0.4117647058823529,1.0,0.17647058823529413,0.11764705882352941,0.41,0.58,4842.0,4842.0,398.0,34.0,597.0,5.85,8.111,12.512,20.586,0.667,0.012,0.057,7.45,0.057,7.45,8.11,11.18,0.031,4.26,1448.0,82.0,0.06,10830.0,7.48
NE,2021,POST,41.0,6.0,42.0,2.0,321,36.0,24.0,12.0,232.0,243.0,232.0,101.0,20,89.0,0.0,13.0,5.0,7.0,7.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61,20,40,17.0,0.0,10.0,8.0,0.0,'10-8-0,0.556,31.61111111111111,2.7777777777777777,34.5,0.9444444444444444,365.0,31.0,21.555555555555557,9.444444444444445,240.55555555555554,251.72222222222223,240.55555555555554,113.38888888888889,28.38888888888889,124.44444444444444,2.6666666666666665,11.11111111111111,8.0,5.444444444444445,6.944444444444445,0.8333333333333334,0.3333333333333333,1.3888888888888888,1.4444444444444444,0.0,0.8333333333333334,1.0,0.5,0.7222222222222222,0.2777777777777778,0.0,0.33,0.66,243.0,243.0,24.0,2.0,36.0,5.26,6.75,0.326,0.391,0.667,0.056,0.056,6.44,0.056,6.44,6.75,9.67,0.0,4.45,80.0,4.0,0.05,553.0,6.91
NE,2021,REG,528.0,44.0,579.0,15.0,6249,522.0,364.0,158.0,4098.0,4288.0,4098.0,1940.0,491,2151.0,48.0,187.0,139.0,91.0,118.0,11.0,6.0,25.0,24.0,0.0,13.0,18.0,9.0,13.0,5.0,0.0,1056,473,564,454.0,24.0,10.0,8.0,0.0,'10-8-0,0.556,31.61111111111111,2.7777777777777777,34.5,0.9444444444444444,365.0,31.0,21.555555555555557,9.444444444444445,240.55555555555554,251.72222222222223,240.55555555555554,113.38888888888889,28.38888888888889,124.44444444444444,2.6666666666666665,11.11111111111111,8.0,5.444444444444445,6.944444444444445,0.8333333333333334,0.3333333333333333,1.3888888888888888,1.4444444444444444,0.0,0.8333333333333334,1.0,0.5,0.7222222222222222,0.2777777777777778,0.0,0.45,0.53,4288.0,4288.0,364.0,24.0,522.0,5.92,8.215,5.748,5.674,0.697,0.025,0.046,7.85,0.046,7.85,8.21,11.26,0.051,4.38,1377.0,73.0,0.05,10347.0,7.51
NO,2021,REG,585.0,38.0,581.0,38.0,5428,491.0,293.0,198.0,3437.0,3745.0,3437.0,1687.0,511,1991.0,47.0,165.0,113.0,78.0,142.0,11.0,10.0,12.0,29.0,0.0,13.0,13.0,5.0,7.0,6.0,2.0,1056,497,543,355.0,18.0,9.0,8.0,0.0,'9-8-0,0.529,34.411764705882355,2.235294117647059,34.1764705882353,2.235294117647059,319.29411764705884,28.88235294117647,17.235294117647058,11.647058823529411,202.1764705882353,220.2941176470588,202.1764705882353,99.23529411764706,30.058823529411764,117.11764705882354,2.764705882352941,9.705882352941176,6.647058823529412,4.588235294117647,8.352941176470589,0.6470588235294118,0.5882352941176471,0.7058823529411765,1.7058823529411764,0.0,0.7647058823529411,0.7647058823529411,0.29411764705882354,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.47,0.51,3745.0,3745.0,293.0,29.0,491.0,5.14,7.627,0.684,0.753,0.597,0.026,0.059,7.0,0.059,7.0,7.63,11.73,0.023,3.9,1295.0,70.0,0.05,8865.0,6.85
NYG,2021,REG,799.0,346.0,662.0,37.0,5151,573.0,351.0,222.0,3463.0,4363.0,3463.0,1621.0,422,1688.0,42.0,171.0,90.0,84.0,146.0,13.0,17.0,8.0,15.0,1.0,20.0,21.0,10.0,17.0,4.0,0.0,1055,413,629,253.0,18.0,4.0,13.0,0.0,'4-13-0,0.235,47.0,20.352941176470587,38.94117647058823,2.176470588235294,303.0,33.705882352941174,20.647058823529413,13.058823529411764,203.7058823529412,256.6470588235294,203.7058823529412,95.3529411764706,24.823529411764707,99.29411764705883,2.4705882352941178,10.058823529411764,5.294117647058823,4.9411764705882355,8.588235294117647,0.7647058823529411,1.0,0.47058823529411764,0.8823529411764706,0.058823529411764705,1.1764705882352942,1.2352941176470589,0.5882352941176471,1.0,0.23529411764705882,0.0,0.39,0.6,4363.0,4363.0,351.0,15.0,573.0,4.88,7.614,0.85,1.094,0.613,0.035,0.026,6.04,0.026,6.04,7.61,9.87,0.019,4.0,1346.0,38.0,0.03,8614.0,6.4
NYJ,2021,REG,750.0,109.0,680.0,21.0,5626,583.0,357.0,226.0,3959.0,4349.0,3919.0,1962.0,384,1667.0,34.0,195.0,87.0,77.0,135.0,14.0,15.0,15.0,20.0,0.0,20.0,16.0,7.0,13.0,3.0,1.0,1045,376,660,304.0,0.0,4.0,13.0,0.0,'4-13-0,0.235,44.11764705882353,6.411764705882353,40.0,1.2352941176470589,330.94117647058823,34.294117647058826,21.0,13.294117647058824,232.88235294117646,255.8235294117647,230.52941176470588,115.41176470588235,22.58823529411765,98.05882352941177,2.0,11.470588235294118,5.117647058823529,4.529411764705882,7.9411764705882355,0.8235294117647058,0.8823529411764706,0.8823529411764706,1.1764705882352942,0.0,1.1764705882352942,0.9411764705882353,0.4117647058823529,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.36,0.63,4349.0,4349.0,357.0,20.0,583.0,5.38,7.46,0.989,1.23,0.612,0.034,0.034,6.79,0.034,6.72,7.46,10.98,0.039,4.34,1324.0,55.0,0.04,9545.0,7.21
PHI,2021,POST,61.0,16.0,47.0,2.0,353,41.0,23.0,18.0,258.0,465.0,258.0,172.0,17,95.0,5.0,10.0,3.0,5.0,9.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,63,17,46,15.0,0.0,9.0,9.0,0.0,'9-9-0,0.5,56.27777777777778,11.38888888888889,34.888888888888886,3.3333333333333335,369.6111111111111,29.166666666666668,18.333333333333332,10.833333333333334,213.5,260.8333333333333,213.5,105.61111111111111,31.61111111111111,156.11111111111111,2.0,9.833333333333334,9.222222222222221,5.888888888888889,7.166666666666667,0.6666666666666666,0.8333333333333334,1.4444444444444444,1.1666666666666667,0.05555555555555555,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.2777777777777778,0.27,0.73,465.0,465.0,23.0,1.0,41.0,5.6,11.341,0.088,0.068,0.561,0.049,0.024,6.29,0.024,6.29,11.34,11.22,0.059,5.59,81.0,3.0,0.04,611.0,7.54
PHI,2021,REG,952.0,189.0,581.0,58.0,6300,484.0,307.0,177.0,3585.0,4230.0,3585.0,1729.0,552,2715.0,31.0,167.0,163.0,101.0,120.0,11.0,13.0,25.0,20.0,1.0,10.0,23.0,6.0,13.0,10.0,5.0,1081,540,527,415.0,6.0,9.0,9.0,0.0,'9-9-0,0.5,56.27777777777778,11.38888888888889,34.888888888888886,3.3333333333333335,369.6111111111111,29.166666666666668,18.333333333333332,10.833333333333334,213.5,260.8333333333333,213.5,105.61111111111111,31.61111111111111,156.11111111111111,2.0,9.833333333333334,9.222222222222221,5.888888888888889,7.166666666666667,0.6666666666666666,0.8333333333333334,1.4444444444444444,1.1666666666666667,0.05555555555555555,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.2777777777777778,0.5,0.49,4230.0,4230.0,307.0,20.0,484.0,5.83,8.74,0.801,0.803,0.634,0.021,0.041,7.41,0.041,7.41,8.74,11.68,0.045,4.92,1343.0,65.0,0.05,9885.0,7.36
PIT,2021,POST,64.0,23.0,46.0,0.0,271,44.0,29.0,15.0,215.0,320.0,215.0,108.0,20,56.0,2.0,15.0,3.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,66,19,46,15.0,0.0,9.0,9.0,0.0,'9-9-0,0.5,53.833333333333336,11.555555555555555,42.0,0.3333333333333333,326.1666666666667,38.72222222222222,25.22222222222222,13.5,235.11111111111111,264.3888888888889,234.44444444444446,119.44444444444444,23.944444444444443,91.05555555555556,2.111111111111111,12.166666666666666,4.888888888888889,5.555555555555555,8.61111111111111,0.6666666666666666,0.6111111111111112,0.5555555555555556,1.3888888888888888,0.0,0.6111111111111112,1.0555555555555556,0.5,0.7222222222222222,0.3333333333333333,0.0,0.29,0.7,320.0,320.0,29.0,2.0,44.0,4.11,7.273,0.065,0.079,0.659,0.0,0.045,4.89,0.045,4.89,7.27,7.41,0.0,2.8,93.0,4.0,0.04,486.0,5.23
PIT,2021,REG,905.0,185.0,710.0,6.0,5600,653.0,425.0,228.0,4017.0,4439.0,4005.0,2042.0,411,1583.0,36.0,204.0,85.0,93.0,146.0,10.0,11.0,10.0,23.0,0.0,11.0,17.0,8.0,12.0,5.0,0.0,1118,397,704,338.0,6.0,9.0,9.0,0.0,'9-9-0,0.5,53.833333333333336,11.555555555555555,42.0,0.3333333333333333,326.1666666666667,38.72222222222222,25.22222222222222,13.5,235.11111111111111,264.3888888888889,234.44444444444446,119.44444444444444,23.944444444444443,91.05555555555556,2.111111111111111,12.166666666666666,4.888888888888889,5.555555555555555,8.61111111111111,0.6666666666666666,0.6111111111111112,0.5555555555555556,1.3888888888888888,0.0,0.6111111111111112,1.0555555555555556,0.5,0.7222222222222222,0.3333333333333333,0.0,0.36,0.63,4439.0,4439.0,425.0,23.0,653.0,5.01,6.798,0.897,1.166,0.651,0.017,0.035,6.15,0.035,6.13,6.8,9.42,0.024,3.85,1489.0,56.0,0.04,9605.0,6.45
SEA,2021,REG,643.0,184.0,569.0,29.0,5889,488.0,324.0,164.0,3815.0,4619.0,3815.0,1743.0,413,2074.0,36.0,166.0,106.0,72.0,121.0,4.0,7.0,19.0,30.0,0.0,7.0,16.0,6.0,13.0,3.0,0.0,956,405,542,392.0,6.0,7.0,10.0,0.0,'7-10-0,0.412,37.8235294117647,10.823529411764707,33.470588235294116,1.7058823529411764,346.4117647058824,28.705882352941178,19.058823529411764,9.647058823529411,224.41176470588235,271.70588235294116,224.41176470588235,102.52941176470588,24.294117647058822,122.0,2.1176470588235294,9.764705882352942,6.235294117647059,4.235294117647059,7.117647058823529,0.23529411764705882,0.4117647058823529,1.1176470588235294,1.7647058823529411,0.0,0.4117647058823529,0.9411764705882353,0.35294117647058826,0.7647058823529411,0.17647058823529413,0.0,0.42,0.57,4619.0,4619.0,324.0,30.0,488.0,6.16,9.465,6.743,8.0,0.664,0.014,0.061,7.82,0.061,7.82,9.47,11.77,0.046,5.02,1225.0,79.0,0.06,9704.0,7.92
SF,2021,POST,104.0,3.0,79.0,2.0,860,71.0,43.0,28.0,535.0,426.0,535.0,318.0,87,325.0,10.0,30.0,13.0,13.0,20.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,165,87,77,47.0,0.0,12.0,8.0,0.0,'12-8-0,0.6,38.25,2.9,32.15,1.3,372.95,28.55,19.3,9.25,248.6,221.45,248.2,128.2,29.35,124.35,2.55,11.5,7.15,4.65,6.95,0.5,0.55,1.2,1.4,0.05,0.85,1.3,0.65,0.7,0.6,0.1,0.53,0.47,426.0,426.0,43.0,2.0,71.0,5.21,6.0,0.437,0.91,0.606,0.042,0.028,7.54,0.028,7.54,6.0,12.44,0.023,3.74,201.0,6.0,0.03,1395.0,6.94
SF,2021,REG,661.0,55.0,564.0,24.0,6599,500.0,343.0,157.0,4437.0,4003.0,4429.0,2246.0,500,2162.0,41.0,200.0,130.0,80.0,119.0,10.0,10.0,22.0,26.0,1.0,14.0,26.0,13.0,14.0,12.0,2.0,1049,486,546,415.0,0.0,12.0,8.0,0.0,'12-8-0,0.6,38.25,2.9,32.15,1.3,372.95,28.55,19.3,9.25,248.6,221.45,248.2,128.2,29.35,124.35,2.55,11.5,7.15,4.65,6.95,0.5,0.55,1.2,1.4,0.05,0.85,1.3,0.65,0.7,0.6,0.1,0.46,0.52,4003.0,4003.0,343.0,26.0,500.0,6.29,8.006,4.106,6.41,0.686,0.028,0.052,8.87,0.052,8.86,8.01,12.91,0.044,4.32,1343.0,74.0,0.06,11028.0,8.21
TB,2021,POST,106.0,36.0,98.0,0.0,757,90.0,59.0,31.0,600.0,596.0,600.0,317.0,45,157.0,6.0,28.0,13.0,7.0,20.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,143,44,98,58.0,0.0,14.0,5.0,0.0,'14-5-0,0.737,44.421052631578945,9.894736842105264,45.31578947368421,0.5263157894736842,411.1578947368421,42.578947368421055,29.0,13.578947368421053,314.89473684210526,341.57894736842104,314.89473684210526,152.10526315789474,22.736842105263158,96.26315789473684,2.0,15.842105263157896,6.2631578947368425,5.894736842105263,7.2631578947368425,0.5789473684210527,0.5263157894736842,1.1578947368421053,2.4210526315789473,0.0,0.6842105263157895,0.8421052631578947,0.5263157894736842,0.631578947368421,0.21052631578947367,0.10526315789473684,0.31,0.69,596.0,596.0,59.0,3.0,90.0,5.29,6.622,0.105,0.164,0.656,0.011,0.033,6.67,0.033,6.67,6.62,10.17,0.089,3.49,194.0,10.0,0.05,1357.0,6.99
TB,2021,REG,738.0,152.0,763.0,10.0,7055,719.0,492.0,227.0,5383.0,5894.0,5383.0,2573.0,387,1672.0,32.0,273.0,106.0,105.0,118.0,9.0,7.0,18.0,43.0,0.0,12.0,13.0,8.0,11.0,2.0,2.0,1142,368,753,501.0,12.0,14.0,5.0,0.0,'14-5-0,0.737,44.421052631578945,9.894736842105264,45.31578947368421,0.5263157894736842,411.1578947368421,42.578947368421055,29.0,13.578947368421053,314.89473684210526,341.57894736842104,314.89473684210526,152.10526315789474,22.736842105263158,96.26315789473684,2.0,15.842105263157896,6.2631578947368425,5.894736842105263,7.2631578947368425,0.5789473684210527,0.5263157894736842,1.1578947368421053,2.4210526315789473,0.0,0.6842105263157895,0.8421052631578947,0.5263157894736842,0.631578947368421,0.21052631578947367,0.10526315789473684,0.32,0.66,5894.0,5894.0,492.0,43.0,719.0,6.18,8.197,1.038,1.31,0.684,0.017,0.06,7.49,0.06,7.49,8.2,10.94,0.047,4.32,1598.0,104.0,0.07,12438.0,7.78
TEN,2021,POST,18.0,12.0,27.0,2.0,360,21.0,15.0,6.0,220.0,261.0,220.0,47.0,28,140.0,4.0,9.0,7.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,53,28,25,16.0,0.0,12.0,6.0,0.0,'12-6-0,0.667,31.61111111111111,8.61111111111111,34.888888888888886,1.2222222222222223,361.6111111111111,30.11111111111111,20.77777777777778,9.333333333333334,220.27777777777777,237.0,220.27777777777777,101.5,32.22222222222222,141.33333333333334,2.7777777777777777,11.277777777777779,7.833333333333333,5.777777777777778,7.777777777777778,0.8333333333333334,0.5555555555555556,1.3888888888888888,1.2777777777777777,0.0,0.9444444444444444,1.3333333333333333,0.6111111111111112,0.8888888888888888,0.4444444444444444,0.05555555555555555,0.53,0.47,261.0,261.0,15.0,1.0,21.0,6.79,12.429,0.055,0.04,0.714,0.143,0.048,10.48,0.048,10.48,12.43,14.67,0.036,5.0,64.0,3.0,0.05,580.0,9.06
TEN,2021,REG,551.0,143.0,601.0,20.0,6149,521.0,359.0,162.0,3745.0,4005.0,3745.0,1780.0,552,2404.0,46.0,194.0,134.0,103.0,133.0,15.0,9.0,24.0,22.0,0.0,14.0,24.0,11.0,16.0,8.0,1.0,1135,537,582,401.0,0.0,12.0,6.0,0.0,'12-6-0,0.667,31.61111111111111,8.61111111111111,34.888888888888886,1.2222222222222223,361.6111111111111,30.11111111111111,20.77777777777778,9.333333333333334,220.27777777777777,237.0,220.27777777777777,101.5,32.22222222222222,141.33333333333334,2.7777777777777777,11.277777777777779,7.833333333333333,5.777777777777778,7.777777777777778,0.8333333333333334,0.5555555555555556,1.3888888888888888,1.2777777777777777,0.0,0.9444444444444444,1.3333333333333333,0.6111111111111112,0.8888888888888888,0.4444444444444444,0.05555555555555555,0.47,0.51,4005.0,4005.0,359.0,22.0,521.0,5.42,7.687,0.837,0.994,0.689,0.027,0.042,7.19,0.042,7.19,7.69,10.43,0.043,4.36,1432.0,68.0,0.05,9894.0,6.91
WAS,2021,REG,871.0,95.0,635.0,43.0,5807,535.0,356.0,179.0,3746.0,4120.0,3746.0,1896.0,481,2061.0,30.0,181.0,129.0,87.0,137.0,16.0,16.0,15.0,21.0,0.0,15.0,24.0,9.0,19.0,5.0,1.0,1078,472,594,331.0,12.0,7.0,10.0,0.0,'7-10-0,0.412,51.23529411764706,5.588235294117647,37.35294117647059,2.5294117647058822,341.5882352941176,31.470588235294116,20.941176470588236,10.529411764705882,220.35294117647058,242.35294117647058,220.35294117647058,111.52941176470588,28.294117647058822,121.23529411764706,1.7647058823529411,10.647058823529411,7.588235294117647,5.117647058823529,8.058823529411764,0.9411764705882353,0.9411764705882353,0.8823529411764706,1.2352941176470589,0.0,0.8823529411764706,1.411764705882353,0.5294117647058824,1.1176470588235294,0.29411764705882354,0.058823529411764705,0.44,0.55,4120.0,4120.0,356.0,21.0,535.0,5.39,7.701,16.613,19.107,0.665,0.028,0.039,7.0,0.039,7.0,7.7,10.52,0.031,4.28,1372.0,57.0,0.04,9553.0,6.96
ARI,2022,REG,1101.0,402.0,753.0,45.0,5839,647.0,433.0,214.0,3966.0,4604.0,3966.0,2058.0,436,1873.0,36.0,189.0,115.0,82.0,151.0,18.0,23.0,15.0,17.0,0.0,17.0,28.0,7.0,14.0,14.0,3.0,1153,429,713,312.0,12.0,4.0,13.0,0.0,'4-13-0,0.235,64.76470588235294,23.647058823529413,44.294117647058826,2.6470588235294117,343.47058823529414,38.05882352941177,25.470588235294116,12.588235294117647,233.2941176470588,270.8235294117647,233.2941176470588,121.05882352941177,25.647058823529413,110.17647058823529,2.1176470588235294,11.117647058823529,6.764705882352941,4.823529411764706,8.882352941176471,1.0588235294117647,1.3529411764705883,0.8823529411764706,1.0,0.0,1.0,1.6470588235294117,0.4117647058823529,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.37,0.62,4604.0,4604.0,433.0,17.0,647.0,5.06,7.116,0.947,1.102,0.669,0.026,0.026,6.13,0.026,6.13,7.12,9.16,0.034,4.3,1516.0,49.0,0.03,9805.0,6.47
ATL,2022,REG,789.0,170.0,488.0,38.0,5645,406.0,257.0,149.0,2927.0,4033.0,2927.0,1240.0,560,2718.0,47.0,148.0,152.0,82.0,114.0,9.0,9.0,18.0,17.0,0.0,9.0,19.0,10.0,10.0,9.0,0.0,1014,550,450,345.0,0.0,7.0,10.0,0.0,'7-10-0,0.412,46.411764705882355,10.0,28.705882352941178,2.235294117647059,332.05882352941177,23.88235294117647,15.117647058823529,8.764705882352942,172.1764705882353,237.23529411764707,172.1764705882353,72.94117647058823,32.94117647058823,159.88235294117646,2.764705882352941,8.705882352941176,8.941176470588236,4.823529411764706,6.705882352941177,0.5294117647058824,0.5294117647058824,1.0588235294117647,1.0,0.0,0.5294117647058824,1.1176470588235294,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.0,0.54,0.44,4033.0,4033.0,257.0,17.0,406.0,5.57,9.933,4.384,5.486,0.633,0.022,0.042,7.21,0.042,7.21,9.93,11.39,0.032,4.85,1223.0,52.0,0.04,8572.0,7.01
BAL,2022,POST,60.0,1.0,33.0,2.0,381,28.0,17.0,11.0,226.0,191.0,226.0,126.0,35,155.0,2.0,11.0,10.0,3.0,8.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,66,35,31,18.0,6.0,10.0,8.0,0.0,'10-8-0,0.556,57.44444444444444,3.111111111111111,33.111111111111114,2.611111111111111,350.1666666666667,27.944444444444443,17.61111111111111,10.333333333333334,190.44444444444446,233.61111111111111,190.44444444444446,83.11111111111111,31.22222222222222,159.72222222222223,2.5555555555555554,8.88888888888889,9.833333333333334,5.222222222222222,7.5,0.5555555555555556,0.7222222222222222,0.8333333333333334,1.1666666666666667,0.0,0.7777777777777778,1.4444444444444444,0.5555555555555556,0.8333333333333334,0.6111111111111112,0.2222222222222222,0.53,0.47,191.0,191.0,17.0,2.0,28.0,5.77,6.821,0.124,0.222,0.607,0.036,0.071,8.07,0.071,8.07,6.82,13.29,0.0,4.43,80.0,4.0,0.05,607.0,7.59
BAL,2022,REG,974.0,55.0,563.0,45.0,5922,475.0,300.0,175.0,3202.0,4014.0,3202.0,1370.0,527,2720.0,44.0,149.0,167.0,91.0,127.0,8.0,12.0,15.0,19.0,0.0,13.0,23.0,9.0,13.0,10.0,3.0,1054,508,522,351.0,6.0,10.0,8.0,0.0,'10-8-0,0.556,57.44444444444444,3.111111111111111,33.111111111111114,2.611111111111111,350.1666666666667,27.944444444444443,17.61111111111111,10.333333333333334,190.44444444444446,233.61111111111111,190.44444444444446,83.11111111111111,31.22222222222222,159.72222222222223,2.5555555555555554,8.88888888888889,9.833333333333334,5.222222222222222,7.5,0.5555555555555556,0.7222222222222222,0.8333333333333334,1.1666666666666667,0.0,0.7777777777777778,1.4444444444444444,0.5555555555555556,0.8333333333333334,0.6111111111111112,0.2222222222222222,0.48,0.5,4014.0,4014.0,300.0,19.0,475.0,5.62,8.451,2.605,3.77,0.632,0.027,0.04,6.74,0.04,6.74,8.45,10.67,0.028,5.16,1302.0,53.0,0.04,9124.0,7.01
BUF,2022,POST,115.0,24.0,95.0,7.0,787,78.0,48.0,30.0,616.0,990.0,616.0,181.0,45,171.0,4.0,30.0,13.0,14.0,14.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,134,44,89,45.0,6.0,14.0,4.0,0.0,'14-4-0,0.778,51.05555555555556,7.222222222222222,41.833333333333336,3.5555555555555554,406.1111111111111,35.44444444444444,22.72222222222222,12.722222222222221,272.6111111111111,348.6666666666667,272.6111111111111,98.55555555555556,26.5,133.5,2.111111111111111,13.444444444444445,7.833333333333333,6.166666666666667,6.111111111111111,0.4444444444444444,0.4444444444444444,1.0555555555555556,2.111111111111111,0.05555555555555555,0.9444444444444444,1.5555555555555556,0.7777777777777778,1.0555555555555556,0.5,0.05555555555555555,0.33,0.66,990.0,990.0,48.0,3.0,78.0,5.87,12.692,0.249,0.158,0.615,0.038,0.038,7.9,0.038,7.9,12.69,12.83,0.044,3.8,171.0,8.0,0.05,1403.0,8.2
BUF,2022,REG,804.0,106.0,658.0,57.0,6523,560.0,361.0,199.0,4291.0,5286.0,4291.0,1593.0,432,2232.0,34.0,212.0,128.0,97.0,96.0,7.0,6.0,17.0,35.0,1.0,14.0,25.0,13.0,16.0,9.0,0.0,1040,411,607,446.0,6.0,14.0,4.0,0.0,'14-4-0,0.778,51.05555555555556,7.222222222222222,41.833333333333336,3.5555555555555554,406.1111111111111,35.44444444444444,22.72222222222222,12.722222222222221,272.6111111111111,348.6666666666667,272.6111111111111,98.55555555555556,26.5,133.5,2.111111111111111,13.444444444444445,7.833333333333333,6.166666666666667,6.111111111111111,0.4444444444444444,0.4444444444444444,1.0555555555555556,2.111111111111111,0.05555555555555555,0.9444444444444444,1.5555555555555556,0.7777777777777778,1.0555555555555556,0.5,0.05555555555555555,0.4,0.58,5286.0,5286.0,361.0,35.0,560.0,6.27,9.439,1.331,1.134,0.645,0.025,0.062,7.66,0.062,7.66,9.44,11.89,0.039,5.17,1353.0,87.0,0.06,10814.0,7.99
