game_id,season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2021_06_LAC_BAL,2021,6,BAL,REG,63,2,33,3,354,25,19,6,167,179,167,71,38,187,2,12,14,6,5,0,0,3,1,0,2,2,0,1,1,1,34,0,4,2,2,1,30,2,2,0,36,68,10,0.53,0.44,1,0,0,0,0,0,5,1,0,'5-1-0,0.833,179,179,19,1,25,5.21,7.16,0.519,0.781,0.76,0.08,0.04,6.68,0.04,6.68,7.16,8.79,0.079,4.92,82,5,0.06,521,6.35,65.16666667,3.166666667,39.16666667,4,436.1666667,31.5,21.83333333,9.666666667,281,320,281,104.8333333,31.83333333,155.1666667,2.5,13.33333333,9.666666667,4.333333333,7.166666667,0.5,0.166666667,1.666666667,1.5,0,0.833333333,1.333333333,0.5,0.833333333,0.5,0.166666667
2021_07_CIN_BAL,2021,7,BAL,REG,72,5,53,7,411,42,20,22,296,584,296,97,24,115,3,12,8,5,11,1,3,1,1,0,0,1,0,1,0,0,17,0,2,1,8,4,47,6,0,0,24,71,17,0.34,0.66,0,1,0,0,0,0,5,2,0,'5-2-0,0.714,584,584,20,1,42,5.79,13.905,1.693,1.312,0.476,0,0.024,7.05,0.024,7.05,13.9,14.8,0.042,4.79,86,3,0.03,707,8.22,66.14285714,3.428571429,41.14285714,4.428571429,432.5714286,33,21.57142857,11.42857143,283.1428571,357.7142857,283.1428571,103.7142857,30.71428571,149.4285714,2.571428571,13.14285714,9.428571429,4.428571429,7.714285714,0.571428571,0.571428571,1.571428571,1.428571429,0,0.714285714,1.285714286,0.428571429,0.857142857,0.428571429,0.142857143
2021_09_MIN_BAL,2021,9,BAL,REG,92,5,53,9,513,39,27,12,266,323,266,141,45,247,0,15,17,6,9,3,0,1,3,0,2,0,0,0,0,0,34,0,4,2,7,10,44,3,0,0,45,89,16,0.51,0.49,1,0,0,0,0,0,6,2,0,'6-2-0,0.75,323,323,27,3,39,5.76,8.282,0.936,1.219,0.692,0.051,0.077,6.82,0.077,6.82,8.28,9.85,0.022,5.49,111,7,0.06,779,7.02,69.375,3.625,42.625,5,442.625,33.75,22.25,11.5,281,353.375,281,108.375,32.5,161.625,2.25,13.375,10.375,4.625,7.875,0.875,0.5,1.5,1.625,0,0.875,1.125,0.375,0.75,0.375,0.125
2021_10_BAL_MIA,2021,10,BAL,REG,72,7,48,3,332,42,26,16,238,310,238,106,23,94,2,12,7,2,12,0,0,0,1,0,1,2,1,2,0,0,11,6,1,2,6,5,45,8,1,2,22,70,17,0.31,0.64,0,0,0,0,1,0,6,3,0,'6-3-0,0.667,310,310,26,1,42,4.74,7.381,0.899,1.312,0.619,0.024,0.024,5.67,0.024,5.67,7.38,9.15,0,4.09,91,2,0.02,570,6.26,69.66666667,4,43.22222222,4.777777778,430.3333333,34.66666667,22.66666667,12,276.2222222,348.5555556,276.2222222,108.1111111,31.44444444,154.1111111,2.222222222,13.22222222,10,4.333333333,8.333333333,0.777777778,0.444444444,1.333333333,1.555555556,0,0.888888889,1.222222222,0.444444444,0.888888889,0.333333333,0.111111111
2021_11_BAL_CHI,2021,11,BAL,REG,79,2,44,2,342,35,26,9,219,183,219,107,34,123,3,12,9,7,9,1,0,1,0,0,1,1,0,1,0,1,16,0,1,3,3,6,42,6,0,0,34,76,13,0.45,0.55,0,0,0,1,0,0,7,3,0,'7-3-0,0.7,183,183,26,0,35,4.5,5.229,0.53,1.094,0.743,0.029,0,6.26,0,6.26,5.23,8.42,0.029,3.62,95,1,0.01,561,5.91,70.6,3.8,43.3,4.5,421.5,34.7,23,11.7,270.5,332,270.5,108,31.7,151,2.3,13.1,9.9,4.6,8.4,0.8,0.4,1.3,1.4,0,0.9,1.2,0.4,0.9,0.3,0.2
2021_12_CLE_BAL,2021,12,BAL,REG,76,1,38,4,313,28,20,8,165,278,165,54,43,148,0,6,12,7,8,1,0,0,1,0,4,0,0,0,0,0,16,0,1,3,3,5,34,3,3,0,40,77,10,0.52,0.44,1,0,0,0,0,0,8,3,0,'8-3-0,0.727,278,278,20,1,28,4.06,9.929,0.806,0.875,0.714,0.143,0.036,5.89,0.036,5.89,9.93,8.25,0,3.44,91,2,0.02,478,5.25,71.09090909,3.545454545,42.81818182,4.454545455,411.6363636,34.09090909,22.72727273,11.36363636,260.9090909,327.0909091,260.9090909,103.0909091,32.72727273,150.7272727,2.090909091,12.45454545,10.09090909,4.818181818,8.363636364,0.818181818,0.363636364,1.181818182,1.363636364,0,1.181818182,1.090909091,0.363636364,0.818181818,0.272727273,0.181818182
2021_13_BAL_PIT,2021,13,BAL,REG,76,3,48,3,360,36,23,13,253,245,253,135,25,107,4,12,7,8,8,0,0,1,1,0,1,1,0,1,0,1,19,0,1,2,5,10,45,4,0,0,25,70,12,0.36,0.64,0,0,0,0,1,0,8,4,0,'8-4-0,0.667,245,245,23,1,36,5.14,6.806,0.71,1.125,0.639,0.028,0.028,7.03,0.028,7.03,6.81,11,0.04,4.28,84,3,0.04,613,7.3,71.5,3.5,43.25,4.333333333,407.3333333,34.25,22.75,11.5,260.25,320.25,260.25,105.75,32.08333333,147.0833333,2.25,12.41666667,9.833333333,5.083333333,8.333333333,0.75,0.333333333,1.166666667,1.333333333,0,1.166666667,1.083333333,0.333333333,0.833333333,0.25,0.25
2021_14_BAL_CLE,2021,14,BAL,REG,71,16,52,7,405,42,31,11,287,307,287,116,23,118,2,15,5,1,11,3,1,1,1,0,0,4,2,2,2,0,23,6,1,3,5,4,46,5,0,1,23,70,14,0.33,0.66,0,0,0,0,1,0,8,5,0,'8-5-0,0.615,307,307,31,1,42,5.79,7.31,0.89,1.312,0.738,0,0.024,6.83,0.024,6.83,7.31,9.26,0.043,5.13,96,3,0.03,692,7.21,71.46153846,4.461538462,43.92307692,4.538461538,407.1538462,34.84615385,23.38461538,11.46153846,262.3076923,319.2307692,262.3076923,106.5384615,31.38461538,144.8461538,2.230769231,12.61538462,9.461538462,4.769230769,8.538461538,0.923076923,0.384615385,1.153846154,1.307692308,0,1.076923077,1.307692308,0.461538462,0.923076923,0.384615385,0.230769231
2021_15_GB_BAL,2021,15,BAL,REG,69,13,50,8,358,40,28,12,215,243,215,86,26,143,2,12,10,7,6,2,2,2,2,0,0,0,0,0,0,0,30,0,3,1,6,5,42,1,1,0,25,68,11,0.37,0.62,0,1,0,0,0,0,8,6,0,'8-6-0,0.571,243,243,28,2,40,5.26,6.075,0.704,1.25,0.7,0,0.05,5.38,0.05,5.38,6.08,7.68,0.077,5.5,94,6,0.06,573,6.1,71.28571429,5.071428571,44.35714286,4.785714286,403.6428571,35.21428571,23.71428571,11.5,258.9285714,313.7857143,258.9285714,105.0714286,31,144.7142857,2.214285714,12.57142857,9.5,4.928571429,8.357142857,1,0.5,1.214285714,1.357142857,0,1,1.214285714,0.428571429,0.857142857,0.357142857,0.214285714
2021_16_BAL_CIN,2021,16,BAL,REG,58,5,42,1,343,39,28,11,304,281,304,121,16,39,2,19,2,6,5,0,1,1,2,0,1,2,0,1,1,0,21,0,3,0,8,4,41,3,0,0,16,57,14,0.28,0.72,0,0,0,0,1,0,8,7,0,'8-7-0,0.533,281,281,28,2,39,6.02,7.205,0.814,1.219,0.718,0.026,0.051,7.79,0.051,7.79,7.21,10.86,0.062,2.44,83,5,0.06,647,7.8,70.4,5.066666667,44.2,4.533333333,399.6,35.46666667,24,11.46666667,261.9333333,311.6,261.9333333,106.1333333,30,137.6666667,2.2,13,9,5,8.133333333,0.933333333,0.533333333,1.2,1.4,0,1,1.266666667,0.4,0.866666667,0.4,0.2
2021_17_LA_BAL,2021,17,BAL,REG,68,7,37,3,362,31,20,11,197,280,197,57,32,165,3,9,10,4,10,3,0,0,0,0,1,1,1,1,0,0,13,0,1,4,4,5,35,3,0,2,32,69,12,0.46,0.51,0,1,0,0,0,0,8,8,0,'8-8-0,0.5,280,280,20,0,31,5.25,9.032,0.812,0.969,0.645,0.032,0,6.35,0,6.35,9.03,9.85,0,5.16,83,0,0,559,6.73,70.25,5.1875,43.75,4.4375,397.25,35.1875,23.75,11.4375,257.875,309.625,257.875,103.0625,30.125,139.375,2.25,12.75,9.0625,4.9375,8.25,1.0625,0.5,1.125,1.3125,0,1,1.25,0.4375,0.875,0.375,0.1875
2021_18_PIT_BAL,2021,18,BAL,REG,69,4,43,8,390,30,16,14,141,278,141,68,36,249,2,5,14,3,11,1,1,1,0,0,2,1,1,1,1,0,13,0,1,2,5,2,35,7,0,0,36,71,15,0.51,0.49,0,1,0,0,0,0,8,9,0,'8-9-0,0.471,278,278,16,0,30,5.49,9.267,0.806,0.938,0.533,0.067,0,4.7,0,4.7,9.27,8.81,0.028,6.92,82,1,0.01,531,6.48,70.17647059,5.117647059,43.70588235,4.647058824,396.8235294,34.88235294,23.29411765,11.58823529,251,307.7647059,251,101,30.47058824,145.8235294,2.235294118,12.29411765,9.352941176,4.823529412,8.411764706,1.058823529,0.529411765,1.117647059,1.235294118,0,1.058823529,1.235294118,0.470588235,0.882352941,0.411764706,0.176470588
2021_01_PIT_BUF,2021,1,BUF,REG,77,28,55,2,387,51,30,21,270,487,270,88,25,117,2,13,8,8,10,1,2,1,1,0,0,4,1,4,0,2,22,0,1,3,6,7,54,4,0,0,25,79,14,0.32,0.68,0,1,0,0,0,0,0,1,0,'0-1-0,0,487,487,30,1,51,4.9,9.549,1.592,1.759,0.588,0,0.02,5.29,0.02,5.29,9.55,9,0.04,4.68,106,3,0.03,657,6.2,77,28,55,2,387,51,30,21,270,487,270,88,25,117,2,13,8,8,10,1,2,1,1,0,0,4,1,4,0,2
2021_02_BUF_MIA,2021,2,BUF,REG,41,6,36,3,322,32,17,15,179,314,179,76,30,143,1,8,10,7,6,1,0,3,2,0,1,3,2,2,1,1,35,0,5,1,1,3,34,4,2,0,28,64,11,0.44,0.53,0,0,0,1,0,0,1,1,0,'1-1-0,0.5,314,314,17,2,32,5.03,9.812,1.026,1.103,0.531,0.031,0.062,5.59,0.062,5.59,9.81,10.53,0.1,4.77,79,7,0.09,501,6.34,59,17,45.5,2.5,354.5,41.5,23.5,18,224.5,400.5,224.5,82,27.5,130,1.5,10.5,9,7.5,8,1,1,2,1.5,0,0.5,3.5,1.5,3,0.5,1.5
2021_03_WAS_BUF,2021,3,BUF,REG,59,13,48,3,481,44,33,11,359,407,359,126,33,122,2,20,8,9,6,0,1,1,4,0,0,0,0,0,0,0,43,0,4,3,4,3,45,2,3,0,30,78,13,0.38,0.58,1,0,0,0,0,0,2,1,0,'2-1-0,0.667,407,407,33,4,44,6.17,9.25,1.33,1.517,0.75,0,0.091,8.16,0.091,8.16,9.25,10.88,0.03,3.7,110,9,0.08,840,7.64,59,15.66666667,46.33333333,2.666666667,396.6666667,42.33333333,26.66666667,15.66666667,269.3333333,402.6666667,269.3333333,96.66666667,29.33333333,127.3333333,1.666666667,13.66666667,8.666666667,8,7.333333333,0.666666667,1,1.666666667,2.333333333,0,0.333333333,2.333333333,1,2,0.333333333,1
2021_04_HOU_BUF,2021,4,BUF,REG,30,10,34,2,455,30,21,9,256,271,256,73,40,199,2,12,12,5,7,1,1,2,2,0,1,3,0,2,1,0,40,0,4,4,1,1,32,1,2,0,38,72,10,0.53,0.44,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,271,271,21,2,30,6.32,9.033,0.886,1.034,0.7,0.033,0.067,8.53,0.067,8.53,9.03,12.19,0.05,4.97,91,6,0.07,711,7.81,51.75,14.25,43.25,2.5,411.25,39.25,25.25,14,266,369.75,266,90.75,32,145.25,1.75,13.25,9.5,7.25,7.25,0.75,1,1.75,2.25,0,0.5,2.5,0.75,2,0.5,0.75
2021_05_BUF_KC,2021,5,BUF,REG,32,4,30,5,436,26,15,11,315,292,315,112,28,121,2,12,7,5,6,0,0,1,3,0,0,0,0,0,0,0,32,0,5,1,5,4,26,4,3,0,25,54,15,0.46,0.48,0,0,0,1,0,0,4,1,0,'4-1-0,0.8,292,292,15,3,26,8.07,11.231,0.954,0.897,0.577,0,0.115,12.12,0.115,12.12,11.23,21,0.036,4.32,69,7,0.1,751,10.88,47.8,12.2,40.6,3,416.2,36.6,23.2,13.4,275.8,354.2,275.8,95,31.2,140.4,1.8,13,9,6.8,7,0.6,0.8,1.6,2.4,0,0.4,2,0.6,1.6,0.4,0.6
2021_06_BUF_TEN,2021,6,BUF,REG,70,15,55,4,435,46,35,11,353,385,353,124,23,82,1,22,3,7,6,0,1,0,3,0,1,1,0,1,0,1,31,0,2,3,7,5,51,2,0,0,23,74,14,0.31,0.69,0,0,0,0,1,0,4,2,0,'4-2-0,0.667,385,385,35,3,46,5.88,8.37,1.258,1.586,0.761,0.022,0.065,7.67,0.065,7.67,8.37,10.09,0,3.57,104,6,0.06,788,7.58,51.5,12.66666667,43,3.166666667,419.3333333,38.16666667,25.16666667,13,288.6666667,359.3333333,288.6666667,99.83333333,29.83333333,130.6666667,1.666666667,14.5,8,6.833333333,6.833333333,0.5,0.833333333,1.333333333,2.5,0,0.5,1.833333333,0.5,1.5,0.333333333,0.666666667
2021_08_MIA_BUF,2021,8,BUF,REG,62,12,46,3,351,43,29,14,249,256,249,156,24,102,5,15,5,6,7,0,1,1,2,0,0,1,0,1,0,1,26,0,2,2,3,8,43,4,1,0,23,67,11,0.34,0.64,1,0,0,0,0,0,5,2,0,'5-2-0,0.714,256,256,29,2,43,5.24,5.953,0.837,1.483,0.674,0,0.047,5.79,0.047,5.79,5.95,8.59,0.042,4.25,96,5,0.05,600,6.25,53,12.57142857,43.42857143,3.142857143,409.5714286,38.85714286,25.71428571,13.14285714,283,344.5714286,283,107.8571429,29,126.5714286,2.142857143,14.57142857,7.571428571,6.714285714,6.857142857,0.428571429,0.857142857,1.285714286,2.428571429,0,0.428571429,1.714285714,0.428571429,1.428571429,0.285714286,0.714285714
2021_09_BUF_JAX,2021,9,BUF,REG,63,22,54,4,336,45,31,14,264,287,264,102,14,72,2,15,2,6,9,0,1,0,0,0,2,2,1,2,0,1,6,0,0,2,4,4,51,3,0,0,14,65,9,0.22,0.78,0,0,0,0,1,0,5,3,0,'5-3-0,0.625,287,287,31,0,45,5.17,6.378,0.938,1.552,0.689,0.044,0,5.87,0,5.87,6.38,8.52,0,5.14,90,0,0,600,6.67,54.25,13.75,44.75,3.25,400.375,39.625,26.375,13.25,280.625,337.375,280.625,107.125,27.125,119.75,2.125,14.625,6.875,6.625,7.125,0.375,0.875,1.125,2.125,0,0.625,1.75,0.5,1.5,0.25,0.75
2021_10_BUF_NYJ,2021,10,BUF,REG,18,0,31,1,505,27,21,6,366,362,366,108,24,139,0,15,10,4,3,0,0,4,2,0,1,2,1,1,1,0,45,0,6,1,4,6,30,2,3,0,21,54,13,0.39,0.56,0,0,0,1,0,0,6,3,0,'6-3-0,0.667,362,362,21,2,27,9.35,13.407,1.183,0.931,0.778,0.037,0.074,13.56,0.074,13.56,13.41,17.43,0.167,5.79,72,8,0.11,871,12.1,50.22222222,12.22222222,43.22222222,3,412,38.22222222,25.77777778,12.44444444,290.1111111,340.1111111,290.1111111,107.2222222,26.77777778,121.8888889,1.888888889,14.66666667,7.222222222,6.333333333,6.666666667,0.333333333,0.777777778,1.444444444,2.111111111,0,0.666666667,1.777777778,0.555555556,1.444444444,0.333333333,0.666666667
2021_11_IND_BUF,2021,11,BUF,REG,45,11,42,1,319,37,24,13,228,279,228,105,14,91,0,13,5,5,5,0,0,0,2,0,3,2,1,1,1,0,15,0,1,2,8,3,41,1,0,0,14,55,12,0.25,0.75,0,1,0,0,0,0,6,4,0,'6-4-0,0.6,279,279,24,2,37,5.8,7.541,0.912,1.276,0.649,0.081,0.054,6.16,0.054,6.16,7.54,9.5,0,6.5,75,4,0.05,547,7.29,49.7,12.1,43.1,2.8,402.7,38.1,25.6,12.5,283.9,334,283.9,107,25.5,118.8,1.7,14.5,7,6.2,6.5,0.3,0.7,1.3,2.1,0,0.9,1.8,0.6,1.4,0.4,0.6
2021_12_BUF_NO,2021,12,BUF,REG,46,4,34,4,373,26,23,3,260,169,260,113,32,113,6,11,9,8,5,1,0,0,4,0,2,0,0,0,0,0,31,0,4,1,2,5,30,3,0,0,32,62,10,0.52,0.48,0,0,0,1,0,0,7,4,0,'7-4-0,0.636,169,169,23,4,26,6.02,6.5,0.552,0.897,0.885,0.077,0.154,10,0.154,10,6.5,11.3,0,3.53,81,8,0.1,633,7.81,49.36363636,11.36363636,42.27272727,2.909090909,400,37,25.36363636,11.63636364,281.7272727,319,281.7272727,107.5454545,26.09090909,118.2727273,2.090909091,14.18181818,7.181818182,6.363636364,6.363636364,0.363636364,0.636363636,1.181818182,2.272727273,0,1,1.636363636,0.545454545,1.272727273,0.363636364,0.545454545
2021_13_NE_BUF,2021,13,BUF,REG,47,1,36,4,244,30,15,15,145,311,145,53,25,99,0,9,5,4,9,0,1,0,1,0,0,2,2,0,2,0,10,0,1,2,4,4,32,5,0,0,25,57,12,0.44,0.56,0,1,0,0,0,0,7,5,0,'7-5-0,0.583,311,311,15,1,30,4.28,10.367,1.016,1.034,0.5,0,0.033,4.83,0.033,4.83,10.37,9.67,0,3.96,70,2,0.03,389,5.56,49.16666667,10.5,41.75,3,387,36.41666667,24.5,11.91666667,270.3333333,318.3333333,270.3333333,103,26,116.6666667,1.916666667,13.75,7,6.166666667,6.583333333,0.333333333,0.666666667,1.083333333,2.166666667,0,0.916666667,1.666666667,0.666666667,1.166666667,0.5,0.5
2021_14_BUF_TB,2021,14,BUF,REG,72,10,60,3,481,53,36,17,308,271,308,157,19,173,2,16,10,2,11,2,1,1,2,0,1,0,0,0,0,0,27,0,3,2,7,4,57,6,0,0,19,76,18,0.25,0.75,0,0,0,0,1,0,7,6,0,'7-6-0,0.538,271,271,36,2,53,6.33,5.113,0.886,1.828,0.679,0.019,0.038,5.81,0.038,5.81,5.11,8.56,0.053,9.11,108,5,0.05,789,7.31,50.92307692,10.46153846,43.15384615,3,394.2307692,37.69230769,25.38461538,12.30769231,273.2307692,314.6923077,273.2307692,107.1538462,25.46153846,121,1.923076923,13.92307692,7.230769231,5.846153846,6.923076923,0.461538462,0.692307692,1.076923077,2.153846154,0,0.923076923,1.538461538,0.615384615,1.076923077,0.461538462,0.461538462
2021_15_CAR_BUF,2021,15,BUF,REG,46,3,39,1,329,33,19,14,210,299,210,59,27,119,1,12,6,6,8,1,0,1,3,0,1,1,0,1,0,0,31,0,4,1,3,7,38,5,2,0,25,65,13,0.38,0.58,1,0,0,0,0,0,8,6,0,'8-6-0,0.571,299,299,19,3,33,5.06,9.061,0.977,1.138,0.576,0.03,0.091,6.36,0.091,6.36,9.06,11.05,0.037,4.41,79,7,0.09,539,6.82,50.57142857,9.928571429,42.85714286,2.857142857,389.5714286,37.35714286,24.92857143,12.42857143,268.7142857,313.5714286,268.7142857,103.7142857,25.57142857,120.8571429,1.857142857,13.78571429,7.142857143,5.857142857,7,0.5,0.642857143,1.071428571,2.214285714,0,0.928571429,1.5,0.571428571,1.071428571,0.428571429,0.428571429
2021_16_BUF_NE,2021,16,BUF,REG,65,0,50,2,428,47,30,17,314,311,314,147,28,114,1,20,8,6,6,3,1,1,3,0,0,0,0,0,0,0,33,0,3,2,4,4,48,0,2,0,26,76,9,0.34,0.63,0,0,0,1,0,0,9,6,0,'9-6-0,0.6,311,311,30,3,47,5.63,6.617,1.016,1.621,0.638,0,0.064,6.68,0.064,6.68,6.62,10.47,0.036,4.07,105,7,0.07,742,7.07,51.53333333,9.266666667,43.33333333,2.8,392.1333333,38,25.26666667,12.73333333,271.7333333,313.4,271.7333333,106.6,25.73333333,120.4,1.8,14.2,7.2,5.866666667,6.933333333,0.666666667,0.666666667,1.066666667,2.266666667,0,0.866666667,1.4,0.533333333,1,0.4,0.4
2021_17_ATL_BUF,2021,17,BUF,REG,50,1,32,5,353,23,11,12,120,235,120,32,44,233,1,8,19,7,5,1,0,4,0,0,3,0,0,0,0,0,29,0,3,0,3,4,28,0,3,0,41,72,6,0.57,0.39,1,0,0,0,0,0,10,6,0,'10-6-0,0.625,235,235,11,0,23,4.9,10.217,0.768,0.793,0.478,0.13,0,5.22,0,5.22,10.22,10.91,0.091,5.3,78,4,0.05,473,6.06,51.4375,8.75,42.625,2.9375,389.6875,37.0625,24.375,12.6875,262.25,308.5,262.25,101.9375,26.875,127.4375,1.75,13.8125,7.9375,5.9375,6.8125,0.6875,0.625,1.25,2.125,0,1,1.3125,0.5,0.9375,0.375,0.375
2021_18_NYJ_BUF,2021,18,BUF,REG,57,7,51,5,420,46,25,21,254,419,254,121,33,166,3,15,7,8,10,0,1,1,2,0,0,2,0,1,1,1,27,0,3,2,3,4,46,7,3,0,30,79,15,0.38,0.58,1,0,0,0,0,0,11,6,0,'11-6-0,0.647,419,419,25,2,46,5.32,9.109,1.369,1.586,0.543,0,0.043,5.52,0.043,5.52,9.11,10.16,0.03,5.03,104,5,0.05,674,6.48,51.76470588,8.647058824,43.11764706,3.058823529,391.4705882,37.58823529,24.41176471,13.17647059,261.7647059,315,261.7647059,103.0588235,27.23529412,129.7058824,1.823529412,13.88235294,7.882352941,6.058823529,7,0.647058824,0.647058824,1.235294118,2.117647059,0,0.941176471,1.352941176,0.470588235,0.941176471,0.411764706,0.411764706
2021_19_NE_BUF,2021,19,BUF,POST,38,0,28,3,482,25,21,4,308,230,308,90,29,174,0,13,14,6,1,0,0,2,5,0,0,0,0,0,0,0,47,0,7,0,4,2,25,0,3,0,26,54,11,0.48,0.46,1,0,0,0,0,0,12,6,0,'12-6-0,0.667,230,230,21,5,25,8.93,9.2,0.752,0.862,0.84,0,0.2,12.32,0.2,12.32,9.2,14.67,0.069,6,75,12,0.16,790,10.53,51,8.166666667,42.27777778,3.055555556,396.5,36.88888889,24.22222222,12.66666667,264.3333333,310.2777778,264.3333333,102.3333333,27.33333333,132.1666667,1.722222222,13.83333333,8.222222222,6.055555556,6.666666667,0.611111111,0.611111111,1.277777778,2.277777778,0,0.888888889,1.277777778,0.444444444,0.888888889,0.388888889,0.388888889
2021_20_BUF_KC,2021,20,BUF,POST,47,3,41,1,438,37,27,10,329,298,329,135,24,109,2,14,9,6,8,4,0,1,4,0,0,1,0,1,0,0,36,0,4,0,7,2,40,4,0,0,24,64,15,0.38,0.62,0,0,0,0,1,0,12,7,0,'12-7-0,0.632,298,298,27,4,37,6.84,8.054,0.974,1.276,0.73,0,0.108,8.89,0.108,8.89,8.05,12.19,0.042,4.54,88,9,0.1,767,8.72,50.78947368,7.894736842,42.21052632,2.947368421,398.6842105,36.89473684,24.36842105,12.52631579,267.7368421,309.6315789,267.7368421,104.0526316,27.15789474,130.9473684,1.736842105,13.84210526,8.263157895,6.052631579,6.736842105,0.789473684,0.578947368,1.263157895,2.368421053,0,0.842105263,1.263157895,0.421052632,0.894736842,0.368421053,0.368421053
2021_01_NYJ_CAR,2021,1,CAR,REG,31,6,36,0,390,35,24,11,279,273,279,147,27,111,1,14,4,4,10,0,1,1,1,0,0,1,1,0,1,0,19,0,2,2,3,4,36,6,3,0,24,63,13,0.38,0.57,1,0,0,0,0,0,1,0,0,'1-0-0,1,273,273,24,1,35,6.19,7.8,0.722,1.129,0.686,0,0.029,7.97,0.029,7.97,7.8,11.62,0.037,4.11,86,3,0.03,669,7.78,31,6,36,0,390,35,24,11,279,273,279,147,27,111,1,14,4,4,10,0,1,1,1,0,0,1,1,0,1,0
2021_02_NO_CAR,2021,2,CAR,REG,40,2,41,1,394,37,26,11,305,268,305,155,33,89,5,18,4,8,7,0,0,1,2,0,1,1,0,0,1,0,26,0,3,3,2,6,40,4,0,0,33,73,12,0.45,0.55,1,0,0,0,0,0,2,0,0,'2-0-0,1,268,268,26,2,37,5.4,7.243,0.709,1.194,0.703,0.027,0.054,8.24,0.054,8.24,7.24,11.73,0.03,2.7,96,5,0.05,699,7.28,35.5,4,38.5,0.5,392,36,25,11,292,270.5,292,151,30,100,3,16,4,6,8.5,0,0.5,1,1.5,0,0.5,1,0.5,0,1,0
2021_03_CAR_HOU,2021,3,CAR,REG,33,1,38,2,421,34,23,11,304,269,304,113,33,117,2,15,10,5,6,0,1,3,0,0,0,3,0,3,0,0,24,0,3,1,3,4,37,3,3,0,30,70,10,0.43,0.53,0,0,0,1,0,0,3,0,0,'3-0-0,1,269,269,23,0,34,6.01,7.912,0.712,1.097,0.676,0,0,8.94,0,8.94,7.91,13.22,0.091,3.55,90,3,0.03,725,8.06,34.66666667,3,38.33333333,1,401.6666667,35.33333333,24.33333333,11,296,270,296,138.3333333,31,105.6666667,2.666666667,15.66666667,6,5.666666667,7.666666667,0,0.666666667,1.666666667,1,0,0.333333333,1.666666667,0.333333333,1,0.666666667,0
2021_04_CAR_DAL,2021,4,CAR,REG,44,4,46,2,414,37,26,11,301,338,301,205,24,113,4,13,9,4,9,3,0,2,2,0,2,0,0,0,0,0,28,0,4,1,7,4,44,3,0,0,24,68,15,0.35,0.65,0,0,0,0,1,0,3,1,0,'3-1-0,0.75,338,338,26,2,37,6.09,9.135,0.894,1.194,0.703,0.054,0.054,8.14,0.054,8.14,9.14,11.58,0.083,4.71,87,6,0.07,715,8.22,37,3.25,40.25,1.25,404.75,35.75,24.75,11,297.25,287,297.25,155,29.25,107.5,3,15,6.75,5.25,8,0.75,0.5,1.75,1.25,0,0.75,1.25,0.25,0.75,0.5,0
2021_05_PHI_CAR,2021,5,CAR,REG,47,6,42,2,286,34,21,13,177,290,177,70,30,109,3,9,6,5,10,0,0,0,1,0,3,0,0,0,0,0,16,0,1,3,5,3,40,7,0,0,30,70,16,0.43,0.57,0,1,0,0,0,0,3,2,0,'3-2-0,0.6,290,290,21,1,34,4.09,8.529,0.767,1.097,0.618,0.088,0.029,5.21,0.029,5.21,8.53,8.43,0,3.63,85,2,0.02,463,5.45,39,3.8,40.6,1.4,381,35.4,24,11.4,273.2,287.6,273.2,138,29.4,107.8,3,13.8,6.6,5.2,8.4,0.6,0.4,1.4,1.2,0,1.2,1,0.2,0.6,0.4,0
